participant,item_no,condition,chance_slider.response,severity_slider.response,literacy,data_mean
65,21,lo,5,5,5,67
65,20,lo,4,6,5,43
65,24,hi,4,5,5,42
65,8,lo,3,4,5,33
65,9,hi,5,5,5,66
65,17,hi,6,6,5,71
65,7,hi,3,5,5,37
65,3,hi,3,5,5,39
65,11,hi,2,5,5,29
65,4,lo,3,4,5,36
65,15,lo,5,5,5,65
65,23,lo,4,5,5,70
65,22,hi,5,4,5,64
65,32,hi,3,5,5,31
65,28,lo,5,4,5,68
65,4,hi,3,4,5,36
65,35,hi,3,5,5,37
65,8,hi,3,5,5,33
65,2,hi,3,6,5,30
65,24,lo,3,4,5,42
65,21,hi,5,4,5,67
65,11,lo,2,4,5,29
65,31,lo,3,4,5,35
65,7,lo,3,5,5,37
65,22,lo,5,4,5,64
65,1,hi,2,4,5,28
65,23,hi,5,4,5,70
65,17,lo,5,6,5,71
65,32,lo,3,4,5,31
65,9,lo,5,4,5,66
65,3,lo,3,5,5,39
65,20,hi,3,4,5,43
65,15,hi,5,5,5,65
65,14,hi,3,4,5,41
66,22,hi,6,5,4,64
66,23,lo,7,3,4,70
66,4,lo,3,5,4,36
66,9,hi,5,4,4,66
66,1,lo,2,4,4,28
66,35,lo,3,6,4,37
66,20,lo,3,6,4,43
66,17,hi,7,7,4,71
66,31,hi,2,7,4,35
66,15,lo,6,6,4,65
66,24,hi,3,4,4,42
66,11,hi,2,4,4,29
66,7,hi,3,2,4,37
66,21,lo,5,5,4,67
66,2,lo,2,3,4,30
66,14,lo,3,5,4,41
66,3,hi,3,5,4,39
66,32,hi,3,5,4,31
66,8,lo,2,4,4,33
66,28,hi,6,2,4,68
66,14,hi,3,5,4,41
66,17,lo,7,7,4,71
66,22,lo,5,5,4,64
66,35,hi,3,6,4,37
66,31,lo,3,3,4,35
66,1,hi,2,4,4,28
66,20,hi,3,6,4,43
66,4,hi,2,4,4,36
66,3,lo,3,5,4,39
66,21,hi,5,5,4,67
66,15,hi,6,7,4,65
66,28,lo,6,4,4,68
66,7,lo,2,4,4,37
66,2,hi,3,5,4,30
66,8,hi,2,4,4,33
66,9,lo,5,3,4,66
66,23,hi,6,3,4,70
66,11,lo,2,5,4,29
66,24,lo,3,4,4,42
66,32,lo,2,5,4,31
67,4,lo,2,2,2.2,36
67,20,lo,2,2,2.2,43
67,28,hi,7,6,2.2,68
67,3,hi,4,4,2.2,39
67,22,hi,7,5,2.2,64
67,17,hi,7,6,2.2,71
67,31,hi,5,4,2.2,35
67,14,lo,2,2,2.2,41
67,35,lo,1,1,2.2,37
67,2,lo,2,2,2.2,30
67,9,hi,7,6,2.2,66
67,21,lo,5,5,2.2,67
67,23,lo,1,1,2.2,70
67,15,lo,2,2,2.2,65
67,11,hi,4,5,2.2,29
67,32,hi,4,4,2.2,31
67,8,lo,1,1,2.2,33
67,24,hi,3,5,2.2,42
67,1,lo,1,2,2.2,28
67,7,hi,3,3,2.2,37
67,17,lo,6,6,2.2,71
67,14,hi,4,3,2.2,41
67,3,lo,2,2,2.2,39
67,15,hi,6,6,2.2,65
67,4,hi,4,4,2.2,36
67,11,lo,1,1,2.2,29
67,7,lo,2,2,2.2,37
67,1,hi,3,3,2.2,28
67,23,hi,7,7,2.2,70
67,28,lo,4,4,2.2,68
67,21,hi,6,6,2.2,67
67,8,hi,3,3,2.2,33
67,32,lo,2,1,2.2,31
67,9,lo,5,5,2.2,66
67,2,hi,2,2,2.2,30
67,22,lo,5,5,2.2,64
67,20,hi,4,4,2.2,43
67,35,hi,3,3,2.2,37
67,24,lo,1,1,2.2,42
67,31,lo,1,1,2.2,35
68,32,hi,3,7,3.8,31
68,20,lo,3,7,3.8,43
68,8,lo,3,6,3.8,33
68,7,hi,3,5,3.8,37
68,4,lo,3,3,3.8,36
68,14,lo,3,5,3.8,41
68,17,hi,5,7,3.8,71
68,24,hi,3,6,3.8,42
68,2,lo,3,6,3.8,30
68,15,lo,5,7,3.8,65
68,22,hi,5,7,3.8,64
68,31,hi,3,7,3.8,35
68,23,lo,5,6,3.8,70
68,3,hi,3,7,3.8,39
68,1,lo,3,6,3.8,28
68,11,hi,3,6,3.8,29
68,9,hi,5,6,3.8,66
68,21,lo,5,3,3.8,67
68,28,hi,5,7,3.8,68
68,35,lo,3,7,3.8,37
68,20,hi,3,7,3.8,43
68,23,hi,5,6,3.8,70
68,7,lo,3,6,3.8,37
68,35,hi,3,7,3.8,37
68,2,hi,3,7,3.8,30
68,24,lo,3,6,3.8,42
68,8,hi,3,7,3.8,33
68,9,lo,5,6,3.8,66
68,11,lo,3,6,3.8,29
68,15,hi,5,7,3.8,65
68,31,lo,3,7,3.8,35
68,14,hi,3,6,3.8,41
68,22,lo,5,7,3.8,64
68,4,hi,3,2,3.8,36
68,3,lo,3,6,3.8,39
68,32,lo,3,7,3.8,31
68,1,hi,3,6,3.8,28
68,17,lo,5,7,3.8,71
68,21,hi,5,3,3.8,67
68,28,lo,5,6,3.8,68
69,20,lo,5,6,4,43
69,15,lo,6,4,4,65
69,31,hi,7,7,4,35
69,7,hi,4,3,4,37
69,3,hi,5,5,4,39
69,2,lo,4,6,4,30
69,11,hi,5,5,4,29
69,23,lo,7,3,4,70
69,9,hi,7,4,4,66
69,14,lo,5,4,4,41
69,4,lo,4,4,4,36
69,22,hi,7,7,4,64
69,21,lo,6,6,4,67
69,1,lo,4,3,4,28
69,24,hi,7,4,4,42
69,32,hi,6,4,4,31
69,28,hi,7,3,4,68
69,8,lo,4,3,4,33
69,17,hi,7,4,4,71
69,35,lo,5,7,4,37
69,4,hi,4,4,4,36
69,17,lo,7,4,4,71
69,2,hi,6,6,4,30
69,21,hi,7,6,4,67
69,8,hi,4,3,4,33
69,22,lo,7,7,4,64
69,15,hi,7,4,4,65
69,1,hi,4,3,4,28
69,7,lo,5,3,4,37
69,23,hi,7,3,4,70
69,9,lo,6,3,4,66
69,11,lo,4,5,4,29
69,20,hi,7,5,4,43
69,24,lo,6,3,4,42
69,28,lo,7,3,4,68
69,14,hi,5,3,4,41
69,3,lo,5,4,4,39
69,35,hi,7,6,4,37
69,32,lo,6,5,4,31
69,31,lo,7,7,4,35
70,28,hi,6,4,5.4,68
70,35,lo,3,6,5.4,37
70,7,hi,3,5,5.4,37
70,3,hi,3,5,5.4,39
70,23,lo,6,2,5.4,70
70,1,lo,3,4,5.4,28
70,20,lo,4,7,5.4,43
70,32,hi,3,6,5.4,31
70,31,hi,3,1,5.4,35
70,14,lo,3,5,5.4,41
70,2,lo,4,5,5.4,30
70,22,hi,5,6,5.4,64
70,15,lo,6,6,5.4,65
70,17,hi,6,7,5.4,71
70,24,hi,4,4,5.4,42
70,9,hi,5,5,5.4,66
70,21,lo,6,7,5.4,67
70,8,lo,3,5,5.4,33
70,11,hi,3,5,5.4,29
70,4,lo,4,4,5.4,36
70,22,lo,5,5,5.4,64
70,24,lo,4,4,5.4,42
70,28,lo,6,5,5.4,68
70,23,hi,6,4,5.4,70
70,7,lo,3,5,5.4,37
70,31,lo,3,2,5.4,35
70,14,hi,4,5,5.4,41
70,8,hi,3,4,5.4,33
70,15,hi,5,5,5.4,65
70,17,lo,6,7,5.4,71
70,21,hi,5,7,5.4,67
70,3,lo,3,5,5.4,39
70,11,lo,3,5,5.4,29
70,1,hi,3,4,5.4,28
70,20,hi,4,7,5.4,43
70,4,hi,4,5,5.4,36
70,2,hi,3,5,5.4,30
70,35,hi,3,6,5.4,37
70,9,lo,5,5,5.4,66
70,32,lo,3,5,5.4,31
71,21,lo,7,5,2.4,67
71,3,hi,4,4,2.4,39
71,14,lo,4,6,2.4,41
71,32,hi,3,6,2.4,31
71,1,lo,2,4,2.4,28
71,4,lo,3,3,2.4,36
71,7,hi,3,3,2.4,37
71,17,hi,6,6,2.4,71
71,35,lo,3,4,2.4,37
71,11,hi,2,4,2.4,29
71,15,lo,6,6,2.4,65
71,31,hi,3,3,2.4,35
71,22,hi,6,5,2.4,64
71,23,lo,7,5,2.4,70
71,28,hi,6,6,2.4,68
71,9,hi,6,4,2.4,66
71,24,hi,4,4,2.4,42
71,2,lo,3,5,2.4,30
71,20,lo,3,7,2.4,43
71,8,lo,3,4,2.4,33
71,2,hi,3,3,2.4,30
71,3,lo,3,4,2.4,39
71,15,hi,6,6,2.4,65
71,7,lo,3,4,2.4,37
71,28,lo,6,6,2.4,68
71,22,lo,5,6,2.4,64
71,31,lo,3,3,2.4,35
71,21,hi,6,6,2.4,67
71,20,hi,3,7,2.4,43
71,17,lo,6,7,2.4,71
71,35,hi,3,4,2.4,37
71,8,hi,3,4,2.4,33
71,1,hi,2,4,2.4,28
71,23,hi,7,5,2.4,70
71,4,hi,3,4,2.4,36
71,11,lo,3,4,2.4,29
71,14,hi,3,6,2.4,41
71,9,lo,5,5,2.4,66
71,24,lo,3,5,2.4,42
71,32,lo,3,4,2.4,31
72,7,hi,3,2,4.2,37
72,22,hi,5,4,4.2,64
72,17,hi,5,4,4.2,71
72,4,lo,3,2,4.2,36
72,35,lo,3,6,4.2,37
72,21,lo,5,4,4.2,67
72,9,hi,5,3,4.2,66
72,32,hi,3,5,4.2,31
72,14,lo,4,3,4.2,41
72,31,hi,3,7,4.2,35
72,15,lo,5,5,4.2,65
72,23,lo,5,2,4.2,70
72,24,hi,4,7,4.2,42
72,28,hi,5,5,4.2,68
72,8,lo,3,6,4.2,33
72,3,hi,3,6,4.2,39
72,11,hi,3,4,4.2,29
72,20,lo,4,6,4.2,43
72,1,lo,3,3,4.2,28
72,2,lo,3,3,4.2,30
72,7,lo,3,3,4.2,37
72,22,lo,5,4,4.2,64
72,8,hi,3,5,4.2,33
72,17,lo,5,5,4.2,71
72,21,hi,5,4,4.2,67
72,35,hi,3,6,4.2,37
72,9,lo,5,3,4.2,66
72,3,lo,3,6,4.2,39
72,20,hi,4,6,4.2,43
72,1,hi,3,3,4.2,28
72,2,hi,3,3,4.2,30
72,11,lo,3,5,4.2,29
72,4,hi,3,3,4.2,36
72,24,lo,4,6,4.2,42
72,32,lo,3,5,4.2,31
72,28,lo,5,6,4.2,68
72,15,hi,5,5,4.2,65
72,23,hi,5,2,4.2,70
72,31,lo,3,7,4.2,35
72,14,hi,4,2,4.2,41
73,2,lo,3,6,4.4,30
73,24,hi,3,4,4.4,42
73,4,lo,3,4,4.4,36
73,11,hi,2,5,4.4,29
73,20,lo,3,7,4.4,43
73,14,lo,3,6,4.4,41
73,17,hi,6,6,4.4,71
73,22,hi,5,6,4.4,64
73,8,lo,3,4,4.4,33
73,31,hi,3,6,4.4,35
73,35,lo,3,6,4.4,37
73,21,lo,5,5,4.4,67
73,15,lo,5,7,4.4,65
73,32,hi,3,5,4.4,31
73,7,hi,3,4,4.4,37
73,9,hi,5,4,4.4,66
73,23,lo,6,5,4.4,70
73,3,hi,3,5,4.4,39
73,1,lo,3,5,4.4,28
73,28,hi,5,5,4.4,68
73,2,hi,3,6,4.4,30
73,20,hi,3,6,4.4,43
73,35,hi,3,6,4.4,37
73,28,lo,5,5,4.4,68
73,11,lo,2,6,4.4,29
73,23,hi,5,5,4.4,70
73,24,lo,3,3,4.4,42
73,3,lo,3,5,4.4,39
73,32,lo,2,6,4.4,31
73,9,lo,5,3,4.4,66
73,17,lo,5,6,4.4,71
73,21,hi,5,5,4.4,67
73,31,lo,3,6,4.4,35
73,8,hi,3,4,4.4,33
73,22,lo,5,6,4.4,64
73,1,hi,2,5,4.4,28
73,15,hi,5,6,4.4,65
73,14,hi,3,6,4.4,41
73,4,hi,3,3,4.4,36
73,7,lo,3,4,4.4,37
74,8,lo,2,5,4.6,33
74,1,lo,2,4,4.6,28
74,4,lo,3,3,4.6,36
74,17,hi,6,6,4.6,71
74,20,lo,3,6,4.6,43
74,21,lo,5,6,4.6,67
74,22,hi,5,6,4.6,64
74,14,lo,3,6,4.6,41
74,11,hi,2,6,4.6,29
74,31,hi,3,6,4.6,35
74,9,hi,5,5,4.6,66
74,28,hi,5,3,4.6,68
74,2,lo,2,6,4.6,30
74,35,lo,3,6,4.6,37
74,23,lo,6,2,4.6,70
74,32,hi,3,5,4.6,31
74,7,hi,3,4,4.6,37
74,24,hi,3,6,4.6,42
74,3,hi,3,4,4.6,39
74,15,lo,5,5,4.6,65
74,35,hi,3,6,4.6,37
74,17,lo,6,5,4.6,71
74,21,hi,5,6,4.6,67
74,24,lo,3,5,4.6,42
74,32,lo,3,5,4.6,31
74,31,lo,3,6,4.6,35
74,15,hi,5,6,4.6,65
74,1,hi,2,3,4.6,28
74,7,lo,3,3,4.6,37
74,22,lo,5,5,4.6,64
74,3,lo,3,3,4.6,39
74,28,lo,6,5,4.6,68
74,9,lo,5,4,4.6,66
74,2,hi,2,5,4.6,30
74,14,hi,3,5,4.6,41
74,8,hi,3,5,4.6,33
74,4,hi,3,3,4.6,36
74,20,hi,3,6,4.6,43
74,23,hi,6,3,4.6,70
74,11,lo,2,5,4.6,29
75,15,lo,5,5,5,65
75,8,lo,3,4,5,33
75,23,lo,6,6,5,70
75,4,lo,3,4,5,36
75,11,hi,2,6,5,29
75,9,hi,5,7,5,66
75,20,lo,4,7,5,43
75,21,lo,5,5,5,67
75,31,hi,3,7,5,35
75,28,hi,6,6,5,68
75,32,hi,2,5,5,31
75,35,lo,3,6,5,37
75,17,hi,6,6,5,71
75,3,hi,3,7,5,39
75,14,lo,3,6,5,41
75,1,lo,2,4,5,28
75,22,hi,5,6,5,64
75,7,hi,3,5,5,37
75,2,lo,2,5,5,30
75,24,hi,3,4,5,42
75,15,hi,5,5,5,65
75,17,lo,6,6,5,71
75,24,lo,3,4,5,42
75,8,hi,3,6,5,33
75,1,hi,3,4,5,28
75,7,lo,3,5,5,37
75,28,lo,5,5,5,68
75,35,hi,3,6,5,37
75,3,lo,3,6,5,39
75,2,hi,2,5,5,30
75,31,lo,3,6,5,35
75,21,hi,5,6,5,67
75,9,lo,5,6,5,66
75,20,hi,4,6,5,43
75,22,lo,5,6,5,64
75,23,hi,6,6,5,70
75,14,hi,3,5,5,41
75,11,lo,2,6,5,29
75,32,lo,2,4,5,31
75,4,hi,2,4,5,36
76,20,hi,3,7,4.6,43
76,1,hi,2,6,4.6,28
76,4,hi,3,7,4.6,36
76,11,lo,2,6,4.6,29
76,23,hi,6,4,4.6,70
76,35,hi,3,6,4.6,37
76,8,hi,3,6,4.6,33
76,28,lo,6,5,4.6,68
76,21,hi,6,7,4.6,67
76,31,lo,2,7,4.6,35
76,17,lo,6,7,4.6,71
76,15,hi,5,7,4.6,65
76,14,hi,3,6,4.6,41
76,9,lo,6,6,4.6,66
76,2,hi,2,5,4.6,30
76,24,lo,4,7,4.6,42
76,7,lo,2,1,4.6,37
76,32,lo,2,6,4.6,31
76,3,lo,2,6,4.6,39
76,22,lo,5,7,4.6,64
76,14,lo,3,5,4.6,41
76,20,lo,4,7,4.6,43
76,1,lo,2,7,4.6,28
76,8,lo,3,6,4.6,33
76,23,lo,6,4,4.6,70
76,32,hi,2,6,4.6,31
76,17,hi,7,7,4.6,71
76,2,lo,2,4,4.6,30
76,4,lo,2,7,4.6,36
76,35,lo,2,7,4.6,37
76,24,hi,4,6,4.6,42
76,31,hi,2,7,4.6,35
76,22,hi,6,7,4.6,64
76,11,hi,2,6,4.6,29
76,9,hi,6,6,4.6,66
76,21,lo,4,6,4.6,67
76,7,hi,2,1,4.6,37
76,28,hi,5,6,4.6,68
76,15,lo,5,7,4.6,65
76,3,hi,2,6,4.6,39
77,24,lo,4,7,2.8,42
77,35,hi,3,7,2.8,37
77,11,lo,2,5,2.8,29
77,31,lo,3,4,2.8,35
77,21,hi,5,6,2.8,67
77,2,hi,3,6,2.8,30
77,15,hi,5,5,2.8,65
77,17,lo,5,7,2.8,71
77,1,hi,2,3,2.8,28
77,9,lo,5,5,2.8,66
77,20,hi,3,6,2.8,43
77,4,hi,3,2,2.8,36
77,32,lo,2,4,2.8,31
77,7,lo,3,1,2.8,37
77,28,lo,5,2,2.8,68
77,14,hi,3,4,2.8,41
77,23,hi,6,1,2.8,70
77,8,hi,3,4,2.8,33
77,3,lo,3,1,2.8,39
77,22,lo,5,5,2.8,64
77,17,hi,6,7,2.8,71
77,11,hi,3,3,2.8,29
77,3,hi,3,1,2.8,39
77,23,lo,5,1,2.8,70
77,21,lo,5,3,2.8,67
77,2,lo,3,2,2.8,30
77,20,lo,3,7,2.8,43
77,15,lo,5,3,2.8,65
77,14,lo,3,4,2.8,41
77,24,hi,3,4,2.8,42
77,4,lo,3,1,2.8,36
77,1,lo,2,2,2.8,28
77,9,hi,5,1,2.8,66
77,28,hi,5,2,2.8,68
77,7,hi,3,1,2.8,37
77,31,hi,3,1,2.8,35
77,35,lo,3,5,2.8,37
77,8,lo,3,4,2.8,33
77,32,hi,3,4,2.8,31
77,22,hi,5,4,2.8,64
78,1,hi,3,2,5,28
78,9,lo,5,3,5,66
78,7,lo,3,1,5,37
78,17,lo,5,5,5,71
78,23,hi,6,2,5,70
78,8,hi,3,3,5,33
78,14,hi,4,2,5,41
78,15,hi,5,4,5,65
78,11,lo,2,3,5,29
78,20,hi,4,4,5,43
78,24,lo,4,4,5,42
78,2,hi,3,3,5,30
78,22,lo,5,5,5,64
78,21,hi,5,4,5,67
78,32,lo,3,4,5,31
78,31,lo,3,6,5,35
78,35,hi,3,6,5,37
78,3,lo,3,5,5,39
78,28,lo,5,3,5,68
78,4,hi,3,5,5,36
78,20,lo,3,6,5,43
78,7,hi,3,2,5,37
78,3,hi,3,5,5,39
78,11,hi,3,4,5,29
78,32,hi,3,3,5,31
78,4,lo,3,4,5,36
78,35,lo,3,6,5,37
78,23,lo,5,2,5,70
78,2,lo,3,1,5,30
78,1,lo,3,1,5,28
78,21,lo,5,5,5,67
78,8,lo,3,4,5,33
78,15,lo,5,4,5,65
78,24,hi,4,4,5,42
78,14,lo,3,3,5,41
78,28,hi,5,3,5,68
78,9,hi,5,4,5,66
78,22,hi,5,5,5,64
78,17,hi,5,6,5,71
78,31,hi,3,6,5,35
79,1,hi,3,6,3.8,28
79,2,hi,4,6,3.8,30
79,23,hi,6,6,3.8,70
79,7,lo,3,5,3.8,37
79,21,hi,5,3,3.8,67
79,4,hi,3,5,3.8,36
79,9,lo,4,3,3.8,66
79,28,lo,6,3,3.8,68
79,8,hi,3,5,3.8,33
79,31,lo,6,3,3.8,35
79,20,hi,3,5,3.8,43
79,3,lo,4,3,3.8,39
79,15,hi,5,4,3.8,65
79,17,lo,3,5,3.8,71
79,11,lo,6,4,3.8,29
79,24,lo,3,5,3.8,42
79,35,hi,4,3,3.8,37
79,14,hi,3,5,3.8,41
79,32,lo,4,3,3.8,31
79,22,lo,4,3,3.8,64
79,24,hi,5,4,3.8,42
79,3,hi,6,4,3.8,39
79,15,lo,5,4,3.8,65
79,7,hi,3,5,3.8,37
79,28,hi,3,5,3.8,68
79,21,lo,4,3,3.8,67
79,17,hi,4,5,3.8,71
79,35,lo,5,3,3.8,37
79,8,lo,3,5,3.8,33
79,22,hi,4,3,3.8,64
79,32,hi,4,3,3.8,31
79,23,lo,4,4,3.8,70
79,11,hi,4,3,3.8,29
79,4,lo,3,5,3.8,36
79,1,lo,4,5,3.8,28
79,31,hi,4,3,3.8,35
79,9,hi,3,5,3.8,66
79,2,lo,3,2,3.8,30
79,14,lo,4,6,3.8,41
79,20,lo,4,3,3.8,43
80,35,hi,3,6,4.6,37
80,8,hi,2,3,4.6,33
80,1,hi,2,2,4.6,28
80,20,hi,3,6,4.6,43
80,24,lo,4,5,4.6,42
80,15,hi,5,5,4.6,65
80,9,lo,6,4,4.6,66
80,28,lo,6,5,4.6,68
80,23,hi,6,2,4.6,70
80,3,lo,2,4,4.6,39
80,4,hi,3,2,4.6,36
80,17,lo,6,7,4.6,71
80,22,lo,5,4,4.6,64
80,32,lo,3,6,4.6,31
80,7,lo,3,2,4.6,37
80,31,lo,3,7,4.6,35
80,11,lo,3,4,4.6,29
80,2,hi,3,4,4.6,30
80,14,hi,3,5,4.6,41
80,21,hi,5,6,4.6,67
80,11,hi,3,2,4.6,29
80,9,hi,5,3,4.6,66
80,22,hi,5,4,4.6,64
80,32,hi,2,7,4.6,31
80,4,lo,3,2,4.6,36
80,15,lo,5,4,4.6,65
80,14,lo,3,4,4.6,41
80,28,hi,5,4,4.6,68
80,8,lo,3,5,4.6,33
80,3,hi,3,4,4.6,39
80,2,lo,3,4,4.6,30
80,17,hi,5,7,4.6,71
80,21,lo,5,6,4.6,67
80,20,lo,4,6,4.6,43
80,35,lo,3,6,4.6,37
80,1,lo,3,3,4.6,28
80,24,hi,4,4,4.6,42
80,31,hi,3,7,4.6,35
80,7,hi,3,2,4.6,37
80,23,lo,5,2,4.6,70
81,28,lo,5,7,2.6,68
81,23,hi,7,4,2.6,70
81,8,hi,3,7,2.6,33
81,17,lo,5,6,2.6,71
81,24,lo,3,7,2.6,42
81,3,lo,2,7,2.6,39
81,15,hi,6,6,2.6,65
81,11,lo,2,3,2.6,29
81,32,lo,3,4,2.6,31
81,2,hi,2,4,2.6,30
81,22,lo,5,5,2.6,64
81,1,hi,2,3,2.6,28
81,21,hi,5,7,2.6,67
81,14,hi,4,4,2.6,41
81,4,hi,2,5,2.6,36
81,20,hi,4,5,2.6,43
81,9,lo,5,5,2.6,66
81,7,lo,2,4,2.6,37
81,31,lo,2,3,2.6,35
81,35,hi,2,7,2.6,37
81,21,lo,5,7,2.6,67
81,9,hi,5,5,2.6,66
81,8,lo,2,7,2.6,33
81,3,hi,3,7,2.6,39
81,7,hi,2,4,2.6,37
81,24,hi,4,7,2.6,42
81,22,hi,5,7,2.6,64
81,17,hi,5,6,2.6,71
81,14,lo,4,6,2.6,41
81,1,lo,2,4,2.6,28
81,4,lo,2,5,2.6,36
81,35,lo,2,7,2.6,37
81,11,hi,2,4,2.6,29
81,2,lo,2,5,2.6,30
81,23,lo,5,4,2.6,70
81,28,hi,5,7,2.6,68
81,20,lo,4,6,2.6,43
81,32,hi,3,5,2.6,31
81,31,hi,2,4,2.6,35
81,15,lo,5,5,2.6,65
82,32,lo,2,6,3.6,31
82,20,hi,4,7,3.6,43
82,9,lo,6,5,3.6,66
82,21,hi,5,6,3.6,67
82,8,hi,2,4,3.6,33
82,28,lo,6,3,3.6,68
82,17,lo,6,3,3.6,71
82,11,lo,2,4,3.6,29
82,31,lo,3,3,3.6,35
82,2,hi,2,2,3.6,30
82,23,hi,6,5,3.6,70
82,1,hi,2,7,3.6,28
82,22,lo,6,7,3.6,64
82,3,lo,3,5,3.6,39
82,14,hi,3,6,3.6,41
82,15,hi,4,4,3.6,65
82,24,lo,3,6,3.6,42
82,7,lo,3,3,3.6,37
82,35,hi,2,5,3.6,37
82,4,hi,3,7,3.6,36
82,22,hi,4,6,3.6,64
82,20,lo,4,2,3.6,43
82,9,hi,5,4,3.6,66
82,17,hi,6,5,3.6,71
82,31,hi,3,3,3.6,35
82,14,lo,3,4,3.6,41
82,35,lo,3,1,3.6,37
82,4,lo,2,5,3.6,36
82,21,lo,6,3,3.6,67
82,2,lo,3,6,3.6,30
82,28,hi,5,4,3.6,68
82,3,hi,3,1,3.6,39
82,23,lo,6,4,3.6,70
82,7,hi,3,6,3.6,37
82,15,lo,6,1,3.6,65
82,32,hi,3,4,3.6,31
82,8,lo,4,7,3.6,33
82,11,hi,3,5,3.6,29
82,1,lo,3,2,3.6,28
82,24,hi,4,6,3.6,42
83,20,hi,4,5,5.6,43
83,1,hi,2,2,5.6,28
83,3,lo,3,4,5.6,39
83,14,hi,3,3,5.6,41
83,23,hi,5,3,5.6,70
83,9,lo,5,3,5.6,66
83,31,lo,3,7,5.6,35
83,2,hi,3,6,5.6,30
83,17,lo,5,7,5.6,71
83,35,hi,3,6,5.6,37
83,11,lo,3,5,5.6,29
83,32,lo,3,5,5.6,31
83,28,lo,5,4,5.6,68
83,4,hi,3,2,5.6,36
83,15,hi,5,7,5.6,65
83,7,lo,3,3,5.6,37
83,8,hi,3,2,5.6,33
83,24,lo,3,7,5.6,42
83,22,lo,5,6,5.6,64
83,21,hi,5,6,5.6,67
83,4,lo,3,2,5.6,36
83,20,lo,4,6,5.6,43
83,17,hi,5,7,5.6,71
83,28,hi,5,4,5.6,68
83,24,hi,4,7,5.6,42
83,3,hi,3,2,5.6,39
83,23,lo,5,1,5.6,70
83,7,hi,3,2,5.6,37
83,32,hi,3,4,5.6,31
83,31,hi,3,7,5.6,35
83,2,lo,3,6,5.6,30
83,9,hi,5,2,5.6,66
83,15,lo,5,7,5.6,65
83,22,hi,5,6,5.6,64
83,1,lo,3,2,5.6,28
83,21,lo,5,6,5.6,67
83,14,lo,4,4,5.6,41
83,8,lo,3,2,5.6,33
83,35,lo,3,5,5.6,37
83,11,hi,3,3,5.6,29
84,3,lo,4,6,5,39
84,24,lo,4,7,5,42
84,2,hi,3,6,5,30
84,7,lo,3,7,5,37
84,15,hi,6,6,5,65
84,4,hi,3,6,5,36
84,23,hi,6,6,5,70
84,35,hi,3,7,5,37
84,20,hi,4,6,5,43
84,31,lo,3,7,5,35
84,32,lo,3,7,5,31
84,22,lo,5,6,5,64
84,14,hi,4,6,5,41
84,9,lo,6,7,5,66
84,28,lo,6,6,5,68
84,11,lo,3,6,5,29
84,17,lo,6,7,5,71
84,21,hi,5,7,5,67
84,8,hi,3,6,5,33
84,1,hi,2,4,5,28
84,22,hi,5,6,5,64
84,15,lo,5,6,5,65
84,9,hi,5,7,5,66
84,8,lo,3,6,5,33
84,7,hi,3,7,5,37
84,31,hi,3,7,5,35
84,23,lo,5,5,5,70
84,20,lo,4,6,5,43
84,4,lo,3,5,5,36
84,3,hi,3,7,5,39
84,2,lo,3,7,5,30
84,21,lo,5,7,5,67
84,35,lo,3,7,5,37
84,11,hi,3,5,5,29
84,1,lo,3,3,5,28
84,32,hi,3,6,5,31
84,24,hi,4,6,5,42
84,28,hi,5,5,5,68
84,14,lo,4,5,5,41
84,17,hi,5,6,5,71
85,8,hi,3,4,5.4,33
85,21,hi,5,6,5.4,67
85,28,lo,5,3,5.4,68
85,11,lo,3,5,5.4,29
85,17,lo,5,6,5.4,71
85,24,lo,3,5,5.4,42
85,32,lo,3,6,5.4,31
85,15,hi,5,5,5.4,65
85,9,lo,5,4,5.4,66
85,20,hi,4,6,5.4,43
85,14,hi,3,5,5.4,41
85,35,hi,3,6,5.4,37
85,3,lo,3,5,5.4,39
85,1,hi,3,5,5.4,28
85,2,hi,3,5,5.4,30
85,7,lo,3,5,5.4,37
85,31,lo,3,7,5.4,35
85,22,lo,5,6,5.4,64
85,4,hi,3,3,5.4,36
85,23,hi,5,3,5.4,70
85,9,hi,5,4,5.4,66
85,7,hi,3,5,5.4,37
85,21,lo,5,6,5.4,67
85,8,lo,3,4,5.4,33
85,31,hi,3,7,5.4,35
85,2,lo,3,5,5.4,30
85,28,hi,5,3,5.4,68
85,11,hi,3,4,5.4,29
85,3,hi,3,5,5.4,39
85,35,lo,3,6,5.4,37
85,23,lo,5,3,5.4,70
85,17,hi,5,6,5.4,71
85,15,lo,5,5,5.4,65
85,32,hi,3,6,5.4,31
85,20,lo,4,6,5.4,43
85,22,hi,5,6,5.4,64
85,1,lo,3,5,5.4,28
85,4,lo,3,3,5.4,36
85,14,lo,3,5,5.4,41
85,24,hi,3,4,5.4,42
86,28,lo,2,1,5.4,68
86,31,lo,1,2,5.4,35
86,8,hi,2,3,5.4,33
86,3,lo,3,3,5.4,39
86,24,lo,3,3,5.4,42
86,23,hi,5,5,5.4,70
86,35,hi,2,3,5.4,37
86,15,hi,4,4,5.4,65
86,9,lo,4,4,5.4,66
86,17,lo,4,5,5.4,71
86,4,hi,3,3,5.4,36
86,14,hi,4,4,5.4,41
86,22,lo,5,5,5.4,64
86,1,hi,2,2,5.4,28
86,20,hi,4,4,5.4,43
